,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
72,109/09/11,"21,161,939","634,455,074",30.25,30.75,29.30,29.55,-0.45,"8,757"
73,109/09/14,"10,035,541","299,400,508",29.70,30.30,29.55,30.00,+0.45,"3,892"
74,109/09/15,"9,613,237","286,299,514",30.10,30.15,29.45,30.00, 0.00,"4,154"
75,109/09/16,"13,031,975","395,012,868",30.10,30.80,29.75,30.60,+0.60,"4,909"
76,109/09/17,"12,605,963","384,354,669",30.65,31.30,30.00,30.20,-0.40,"5,357"
77,109/09/18,"10,184,994","301,946,459",30.00,30.10,29.25,29.50,-0.70,"4,779"
78,109/09/21,"10,335,636","304,748,630",29.60,29.90,28.90,29.70,+0.20,"5,539"
79,109/09/22,"8,451,638","250,524,594",29.70,29.95,29.10,29.85,+0.15,"4,135"
80,109/09/23,"7,165,555","210,948,604",29.85,29.90,29.25,29.40,-0.45,"2,621"
81,109/09/24,"9,169,093","266,115,710",29.20,29.40,28.70,28.75,-0.65,"3,398"
82,109/09/25,"7,863,391","223,985,231",28.80,29.15,27.80,28.05,-0.70,"3,273"
83,109/09/28,"4,512,285","128,300,971",28.30,28.80,28.10,28.50,+0.45,"1,902"
84,109/09/29,"3,464,995","98,593,152",28.90,29.05,28.10,28.35,-0.15,"1,585"
85,109/09/30,"3,649,690","103,572,059",28.30,28.65,28.15,28.50,+0.15,"1,362"
86,109/10/05,"4,010,816","115,075,164",28.35,29.05,28.35,28.95,+0.45,"1,550"
87,109/10/06,"3,670,757","105,834,599",28.95,29.05,28.70,28.95, 0.00,"1,582"
88,109/10/07,"3,701,562","106,795,427",28.95,29.20,28.60,28.80,-0.15,"1,570"
89,109/10/08,"4,752,053","137,079,587",28.90,29.20,28.55,29.15,+0.35,"2,111"
90,109/10/12,"5,673,876","162,140,647",29.10,29.10,28.30,28.45,-0.70,"2,975"
91,109/10/13,"3,584,547","102,551,018",28.60,28.90,28.35,28.90,+0.45,"1,498"
92,109/10/14,"4,502,947","130,762,213",28.90,29.20,28.75,29.00,+0.10,"2,255"
93,109/10/15,"2,342,093","67,646,188",29.00,29.15,28.75,28.95,-0.05,"1,358"
94,109/10/16,"5,025,084","146,761,400",28.90,29.40,28.75,29.30,+0.35,"1,883"
95,109/10/19,"4,534,565","131,814,418",29.35,29.45,28.80,28.90,-0.40,"2,469"
96,109/10/20,"4,909,648","139,870,264",29.00,29.00,28.30,28.50,-0.40,"2,231"
97,109/10/21,"4,328,563","125,154,999",28.55,29.15,28.40,29.15,+0.65,"2,318"
98,109/10/22,"5,793,180","169,866,492",29.10,29.50,29.00,29.25,+0.10,"2,315"
99,109/10/23,"3,768,191","111,356,786",29.40,29.70,29.40,29.45,+0.20,"1,806"
100,109/10/26,"3,355,252","99,568,367",29.55,29.85,29.45,29.75,+0.30,"1,873"
101,109/10/27,"4,616,382","137,735,119",29.75,30.00,29.60,29.90,+0.15,"2,171"
102,109/10/28,"16,944,859","519,696,420",30.00,31.10,30.00,30.40,+0.50,"7,846"
103,109/10/29,"6,289,327","188,333,231",30.00,30.25,29.45,30.05,-0.35,"2,874"
104,109/10/30,"7,532,354","227,866,910",30.05,30.90,29.70,30.20,+0.15,"3,184"
105,109/11/02,"3,940,908","117,622,679",30.40,30.45,29.55,29.85,-0.35,"1,830"
106,109/11/03,"2,746,340","82,040,464",30.00,30.15,29.70,29.85, 0.00,"1,307"
107,109/11/04,"7,900,130","239,982,444",30.10,30.65,29.90,30.35,+0.50,"3,490"
108,109/11/05,"4,828,250","147,156,505",30.55,30.70,30.25,30.35, 0.00,"2,481"
109,109/11/06,"6,509,749","199,851,367",30.65,30.95,30.50,30.60,+0.25,"2,790"
110,109/11/09,"11,830,423","371,131,701",30.90,32.20,30.80,31.20,+0.60,"5,457"
111,109/11/10,"5,884,254","182,087,893",31.50,31.55,30.60,30.75,-0.45,"3,252"
112,109/11/11,"5,242,236","159,563,121",30.75,30.95,30.00,30.80,+0.05,"2,755"
113,109/11/12,"5,589,881","168,639,214",30.70,30.70,30.00,30.00,-0.80,"2,256"
114,109/11/13,"4,391,502","134,219,338",30.50,30.90,30.20,30.60,+0.60,"1,893"
115,109/11/16,"4,559,299","140,895,101",30.80,31.10,30.65,30.85,+0.25,"2,080"
116,109/11/17,"18,637,461","596,633,034",30.95,32.60,30.95,32.50,+1.65,"7,447"
117,109/11/18,"9,622,843","308,867,471",32.55,32.80,31.75,32.00,-0.50,"4,641"
118,109/11/19,"5,783,920","182,736,288",31.90,31.90,31.35,31.45,-0.55,"2,815"
119,109/11/20,"8,121,990","249,856,608",31.40,31.40,30.40,30.90,-0.55,"4,037"
120,109/11/23,"7,483,333","234,523,106",31.10,31.85,30.75,31.80,+0.90,"3,238"
121,109/11/24,"4,713,076","147,701,208",31.60,31.70,31.15,31.30,-0.50,"2,625"
122,109/11/25,"9,126,410","291,253,174",31.80,32.15,31.45,32.00,+0.70,"3,368"
123,109/11/26,"5,694,879","182,958,928",32.15,32.55,31.80,32.25,+0.25,"2,688"
124,109/11/27,"14,095,131","466,173,988",32.35,33.80,32.30,33.55,+1.30,"6,143"
125,109/11/30,"25,401,439","871,887,064",34.20,35.15,33.45,33.45,-0.10,"10,739"
