,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
54,109/11/19,"1,460,113","62,201,339",42.65,42.90,42.35,42.50,-0.15,863
55,109/11/20,"4,428,453","191,685,189",42.60,43.70,42.50,43.70,+1.20,"2,563"
56,109/11/23,"10,048,675","449,134,375",44.25,45.40,43.70,44.80,+1.10,"5,864"
57,109/11/24,"4,504,726","199,482,528",44.70,44.95,43.85,43.90,-0.90,"2,632"
58,109/11/25,"2,880,339","126,258,978",44.45,44.55,43.35,43.75,-0.15,"1,677"
59,109/11/26,"2,425,167","107,105,941",43.85,44.45,43.80,44.35,+0.60,"1,333"
60,109/11/27,"20,372,298","943,122,438",45.30,47.40,45.30,45.75,+1.40,"11,754"
61,109/11/30,"4,495,973","204,095,396",45.75,46.00,45.10,45.20,-0.55,"2,819"
62,109/12/01,"3,812,401","172,023,781",45.40,45.60,44.50,45.50,+0.30,"2,244"
63,109/12/02,"7,841,265","361,708,846",45.65,46.80,45.20,46.45,+0.95,"4,181"
64,109/12/03,"26,320,494","1,259,633,723",46.90,49.80,46.65,47.50,+1.05,"14,514"
65,109/12/04,"16,626,611","812,553,367",48.20,49.45,48.15,48.75,+1.25,"9,586"
66,109/12/07,"26,418,649","1,345,227,681",50.00,52.50,49.35,50.80,+2.05,"15,275"
67,109/12/08,"11,102,526","553,751,226",50.80,50.80,49.15,50.20,-0.60,"6,224"
68,109/12/09,"12,691,646","648,052,675",50.90,52.20,50.20,51.00,+0.80,"7,244"
69,109/12/10,"11,671,591","572,304,885",50.30,50.50,47.50,48.25,-2.75,"7,005"
70,109/12/11,"9,789,156","464,598,627",48.70,49.10,46.00,46.95,-1.30,"5,265"
71,109/12/14,"4,870,228","231,993,618",47.35,48.30,47.00,47.40,+0.45,"2,813"
72,109/12/15,"16,801,839","771,380,687",47.20,47.20,44.85,45.15,-2.25,"10,043"
73,109/12/16,"4,843,838","220,410,168",45.50,45.95,45.25,45.30,+0.15,"3,553"
74,109/12/17,"3,537,094","159,242,479",45.35,45.50,44.85,45.00,-0.30,"2,441"
75,109/12/18,"3,995,189","179,633,626",45.05,45.45,44.55,44.75,-0.25,"2,635"
76,109/12/21,"6,104,874","269,504,411",44.75,45.05,43.35,45.05,+0.30,"4,045"
77,109/12/22,"10,504,890","478,997,118",45.00,46.40,44.65,44.90,-0.15,"6,318"
78,109/12/23,"12,450,595","574,955,667",45.50,46.75,45.45,46.20,+1.30,"7,455"
79,109/12/24,"7,241,457","339,015,134",47.00,47.25,46.50,46.75,+0.55,"4,592"
80,109/12/25,"5,594,801","259,497,765",46.60,47.10,45.90,46.40,-0.35,"3,541"
81,109/12/28,"4,197,873","195,694,666",46.50,46.85,46.30,46.65,+0.25,"2,524"
82,109/12/29,"3,959,544","183,267,859",46.65,46.85,46.00,46.20,-0.45,"2,639"
83,109/12/30,"3,582,518","166,393,525",46.30,46.75,46.00,46.70,+0.50,"2,186"
84,109/12/31,"9,256,502","439,905,217",47.15,48.00,46.85,47.45,+0.75,"6,037"
85,110/01/04,"10,954,196","524,528,405",47.80,48.85,47.45,47.65,+0.20,"6,585"
86,110/01/05,"4,749,148","222,507,539",47.50,47.50,46.55,46.85,-0.80,"3,249"
87,110/01/06,"5,944,095","272,879,094",46.90,47.30,45.10,45.65,-1.20,"4,044"
88,110/01/07,"2,909,905","133,353,509",45.90,46.40,45.20,45.80,+0.15,"1,849"
89,110/01/08,"2,803,383","127,712,351",46.10,46.20,45.30,45.35,-0.45,"1,801"
90,110/01/11,"11,705,314","552,166,148",46.10,48.00,45.70,47.50,+2.15,"7,203"
91,110/01/12,"7,074,947","332,165,299",48.00,48.10,46.00,46.15,-1.35,"4,417"
92,110/01/13,"5,232,055","244,534,428",46.50,47.20,46.40,46.55,+0.40,"3,178"
93,110/01/14,"14,012,415","669,711,292",47.10,48.30,46.75,48.20,+1.65,"8,441"
94,110/01/15,"13,562,965","650,891,250",49.35,49.45,47.05,47.30,-0.90,"8,024"
95,110/01/18,"5,923,790","273,024,312",47.05,47.05,45.30,46.10,-1.20,"3,693"
96,110/01/19,"3,787,424","176,470,127",46.30,47.15,46.05,46.10, 0.00,"2,214"
97,110/01/20,"8,376,768","386,238,258",46.50,47.25,45.05,45.10,-1.00,"4,752"
98,110/01/21,"6,836,864","304,838,278",45.65,45.70,43.80,44.05,-1.05,"3,998"
99,110/01/22,"3,553,352","157,553,833",44.00,44.85,43.40,44.65,+0.60,"2,071"
100,110/01/25,"2,936,045","131,039,553",44.65,45.15,44.00,44.90,+0.25,"1,737"
101,110/01/26,"3,308,477","149,475,545",45.00,45.85,44.55,44.70,-0.20,"2,010"
102,110/01/27,"3,185,553","144,062,865",45.00,45.70,44.75,45.45,+0.75,"1,834"
103,110/01/28,"2,810,366","125,333,466",44.85,45.00,44.20,44.35,-1.10,"1,659"
104,110/01/29,"4,309,094","188,740,998",44.55,44.90,43.00,43.10,-1.25,"2,724"
105,110/02/01,"3,305,182","139,629,125",43.00,43.00,41.70,42.55,-0.55,"2,012"
106,110/02/02,"3,008,414","131,204,850",43.25,43.95,43.20,43.75,+1.20,"1,873"
107,110/02/03,"2,104,432","92,680,302",44.30,44.60,43.55,43.70,-0.05,"1,359"
108,110/02/04,"1,354,061","59,248,243",43.50,44.05,43.30,43.90,+0.20,793
109,110/02/05,"1,962,285","86,863,292",44.45,44.50,44.05,44.20,+0.30,"1,197"
110,110/02/17,"6,279,850","286,936,007",45.70,46.40,45.00,46.15,+1.95,"3,482"
111,110/02/18,"8,909,068","418,113,234",46.45,47.90,46.15,46.85,+0.70,"4,603"
112,110/02/19,"11,580,664","543,461,609",46.15,47.80,45.40,47.45,+0.60,"6,072"
113,110/02/22,"17,038,664","813,120,807",48.10,49.00,46.80,47.45, 0.00,"9,097"
114,110/02/23,"5,148,978","240,128,571",46.80,47.05,46.30,46.65,-0.80,"2,912"
115,110/02/24,"5,498,247","258,931,516",46.50,47.55,46.50,46.70,+0.05,"3,121"
116,110/02/25,"4,135,508","195,431,550",47.25,47.80,46.90,46.90,+0.20,"2,568"
117,110/02/26,"6,148,689","290,612,473",46.55,47.75,46.30,47.35,+0.45,"3,665"
118,110/03/02,"6,194,467","291,421,613",48.05,48.15,46.10,46.30,-1.05,"3,434"
119,110/03/03,"5,539,033","251,800,454",46.20,46.50,44.35,46.20,-0.10,"3,456"
120,110/03/04,"3,720,565","168,072,711",45.30,46.00,44.80,45.00,-1.20,"2,477"
121,110/03/05,"2,712,019","120,588,646",44.20,44.90,44.05,44.30,-0.70,"1,856"
122,110/03/08,"2,544,886","112,724,499",44.75,44.95,43.80,43.95,-0.35,"1,623"
123,110/03/09,"2,281,410","99,965,166",44.45,44.45,43.30,43.80,-0.15,"1,627"
124,110/03/10,"1,715,618","75,568,622",44.15,44.45,43.80,43.90,+0.10,"1,156"
125,110/03/11,"3,045,942","135,422,074",44.20,44.90,44.10,44.60,+0.70,"1,636"
126,110/03/12,"1,825,498","81,731,429",45.15,45.15,44.55,44.60, 0.00,"1,120"
127,110/03/15,"3,783,826","171,116,087",44.65,45.65,44.65,45.50,+0.90,"2,220"
128,110/03/16,"4,335,248","199,471,420",45.60,46.50,45.55,46.50,+1.00,"2,879"
129,110/03/17,"7,492,998","343,553,431",46.30,47.05,45.05,45.15,-1.35,"4,858"
130,110/03/18,"3,501,014","157,930,920",45.20,45.55,44.85,45.00,-0.15,"2,202"
131,110/03/19,"2,801,879","124,550,011",44.80,44.80,44.20,44.50,-0.50,"1,956"
132,110/03/22,"2,089,765","93,811,062",44.80,45.25,44.25,45.10,+0.60,"1,416"
133,110/03/23,"2,505,711","112,810,591",45.50,45.70,44.65,44.65,-0.45,"1,508"
134,110/03/24,"1,590,680","70,814,145",44.65,44.80,44.40,44.45,-0.20,"1,039"
135,110/03/25,"21,610,847","1,009,781,452",44.90,47.50,44.90,47.00,+2.55,"12,356"
136,110/03/26,"15,839,010","751,341,302",47.30,48.00,46.80,47.45,+0.45,"9,030"
137,110/03/29,"13,941,952","667,864,815",47.65,48.50,47.45,47.50,+0.05,"7,490"
138,110/03/30,"53,515,722","2,681,281,675",48.00,52.20,47.95,52.20,+4.70,"26,061"
139,110/03/31,"138,125,339","7,776,003,261",53.70,57.40,52.70,57.40,+5.20,"53,752"
140,110/04/01,"109,035,092","6,405,034,457",58.20,60.80,57.40,58.20,+0.80,"53,876"
141,110/04/06,"37,984,467","2,230,728,206",58.20,60.30,56.50,58.40,+0.20,"19,439"
142,110/04/07,"39,851,752","2,528,402,204",59.90,64.20,59.30,64.20,+5.80,"13,873"
143,110/04/08,"48,613,834","3,222,279,970",65.00,68.50,64.00,64.00,-0.20,"26,472"
144,110/04/09,"34,831,761","2,162,846,840",64.80,65.90,59.00,60.70,-3.30,"18,364"
145,110/04/12,"15,378,738","1,024,371,117",66.30,66.70,65.90,66.70,+6.00,"4,940"
146,110/04/13,"43,825,449","2,931,222,818",68.80,69.20,64.20,65.60,-1.10,"21,609"
147,110/04/14,"31,684,486","1,969,116,858",65.50,66.00,59.10,63.70,-1.90,"16,626"
148,110/04/15,"19,385,450","1,245,184,489",64.00,65.60,62.30,64.70,+1.00,"11,271"
149,110/04/16,"54,732,415","3,811,668,843",64.50,71.10,64.50,71.10,+6.40,"23,200"
150,110/04/19,"70,645,238","5,046,466,372",72.40,74.50,69.20,70.00,-1.10,"34,662"
151,110/04/20,"49,382,548","3,603,998,800",70.00,75.80,69.00,73.00,+3.00,"26,214"
152,110/04/21,"22,450,664","1,648,680,098",73.00,74.60,72.20,73.40,+0.40,"12,657"
153,110/04/22,"44,373,358","3,349,785,781",75.30,78.60,71.40,72.60,-0.80,"24,446"
154,110/04/23,"35,491,070","2,649,004,621",73.80,76.40,72.60,74.40,+1.80,"19,263"
155,110/04/26,"28,589,023","2,177,637,818",75.30,78.40,74.70,75.40,+1.00,"14,605"
156,110/04/27,"21,509,669","1,574,041,036",75.60,75.90,72.00,72.10,-3.30,"12,453"
157,110/04/28,"22,907,363","1,612,119,255",71.00,72.00,69.10,69.60,-2.50,"12,744"
158,110/04/29,"13,385,841","936,712,385",70.10,71.50,68.50,69.00,-0.60,"7,431"
159,110/05/03,"13,259,827","894,672,172",69.20,69.40,66.00,67.00,-2.00,"6,752"
160,110/05/04,"21,469,251","1,365,247,178",68.00,68.50,60.30,64.40,-2.60,"10,686"
161,110/05/05,"13,563,895","886,350,529",65.10,67.70,62.80,62.80,-1.60,"7,275"
162,110/05/06,"10,918,244","683,464,970",62.10,64.80,60.50,61.20,-1.60,"5,870"
163,110/05/07,"4,999,723","335,239,726",66.30,67.30,66.20,67.30,+6.10,"2,141"
164,110/05/10,"38,355,876","2,783,789,444",72.50,74.00,70.60,74.00,+6.70,"17,789"
165,110/05/11,"33,372,017","2,295,028,757",72.00,72.00,66.60,67.00,-7.00,"17,075"
166,110/05/12,"46,014,543","3,031,087,894",67.20,72.00,60.30,63.50,-3.50,"23,349"
167,110/05/13,"24,474,619","1,555,077,875",62.00,65.90,59.90,62.90,-0.60,"13,574"
168,110/05/14,"21,629,236","1,408,210,807",65.00,67.70,62.00,63.50,+0.60,"11,952"
169,110/05/17,"21,305,571","1,268,626,562",58.60,63.00,57.20,57.20,-6.30,"10,168"
170,110/05/18,"21,178,341","1,295,226,075",59.00,62.90,58.20,62.90,+5.70,"9,932"
171,110/05/19,"25,574,853","1,658,859,191",63.30,67.50,62.30,66.00,+3.10,"13,901"
172,110/05/20,"16,025,553","1,032,130,983",65.00,66.60,62.70,62.90,-3.10,"9,017"
173,110/05/21,"10,208,720","657,050,556",64.80,65.60,63.50,64.00,+1.10,"5,743"
174,110/05/24,"18,573,070","1,226,392,453",63.20,68.20,63.10,66.80,+2.80,"10,459"
175,110/05/25,"35,462,566","2,468,050,348",68.00,71.30,67.50,68.20,+1.40,"20,834"
176,110/05/26,"13,425,599","923,646,108",69.10,70.40,67.80,68.50,+0.30,"7,376"
177,110/05/27,"26,563,071","1,873,033,682",68.20,72.00,67.90,72.00,+3.50,"14,963"
178,110/05/28,"82,554,851","6,449,260,029",74.10,79.20,73.60,79.20,+7.20,"36,615"
179,110/05/31,"77,444,245","6,487,751,388",82.30,86.60,80.20,81.90,+2.70,"44,097"
180,110/06/01,"46,617,904","3,925,614,665",82.90,86.30,81.80,86.10,+4.20,"26,895"
181,110/06/02,"35,499,652","3,019,362,474",87.00,88.00,82.20,83.00,-3.10,"21,380"
182,110/06/03,"38,628,951","3,330,032,444",84.50,88.30,83.80,85.70,+2.70,"23,966"
183,110/06/04,"44,062,273","3,851,828,547",85.10,90.00,84.30,86.00,+0.30,"28,108"
184,110/06/07,"28,399,863","2,409,768,476",86.40,87.80,81.90,83.10,-2.90,"17,522"
185,110/06/08,"45,244,549","3,499,245,436",75.70,79.00,75.40,77.00,-6.10,"25,590"
186,110/06/09,"37,436,297","2,979,193,692",79.90,81.00,78.30,78.60,+1.60,"22,055"
187,110/06/10,"56,946,363","4,727,979,033",80.00,85.20,79.10,83.10,+4.50,"35,011"
188,110/06/11,"37,158,890","3,145,944,916",85.50,86.60,82.20,83.00,-0.10,"22,926"
189,110/06/15,"15,333,714","1,274,770,832",84.40,84.90,82.20,82.30,-0.70,"9,437"
190,110/06/16,"15,520,587","1,262,394,085",82.90,83.50,79.40,79.90,-2.40,"9,989"
191,110/06/17,"13,732,342","1,097,699,770",79.90,81.60,78.40,81.50,+1.60,"8,151"
192,110/06/18,"12,133,523","974,532,046",81.50,81.90,79.60,79.60,-1.90,"7,893"
193,110/06/21,"16,970,450","1,353,247,796",78.60,81.50,77.80,79.90,+0.30,"10,919"
194,110/06/22,"20,568,153","1,677,169,786",83.00,83.80,79.20,79.20,-0.70,"12,232"
195,110/06/23,"16,848,680","1,373,782,789",80.70,82.80,79.20,82.40,+3.20,"10,634"
196,110/06/24,"25,346,001","2,117,279,393",83.20,84.70,81.80,83.50,+1.10,"15,655"
197,110/06/25,"27,505,333","2,332,759,194",83.90,86.40,83.50,84.30,+0.80,"16,045"
198,110/06/28,"16,745,272","1,426,285,351",84.50,86.20,83.40,84.90,+0.60,"10,754"
199,110/06/29,"16,417,825","1,368,015,251",85.90,86.20,81.00,81.10,-3.80,"10,587"
200,110/06/30,"11,818,000","957,694,914",81.60,82.60,79.90,80.30,-0.80,"7,489"
201,110/07/01,"9,810,650","783,475,800",80.80,81.60,78.70,78.90,-1.40,"6,456"
202,110/07/02,"20,380,509","1,683,142,454",79.00,86.00,78.50,86.00,+7.10,"11,919"
203,110/07/05,"35,313,117","3,107,646,096",87.30,90.00,86.00,86.20,+0.20,"21,736"
204,110/07/06,"19,629,391","1,716,347,187",88.00,89.50,86.10,86.90,+0.70,"12,053"
205,110/07/07,"51,286,851","4,803,322,228",87.70,95.50,87.70,95.50,+8.60,"22,902"
206,110/07/08,"62,199,259","5,930,205,512",96.60,98.30,91.80,96.20,+0.70,"34,985"
207,110/07/09,"57,166,656","5,858,935,413",97.00,105.50,94.20,105.50,+9.30,"31,656"
208,110/07/12,"76,827,868","8,593,126,354",108.50,115.50,107.00,112.00,+6.50,"42,636"
209,110/07/13,"33,135,712","4,018,765,785",119.00,123.00,116.50,123.00,+11.00,"14,765"
210,110/07/14,"80,450,631","10,114,578,159",128.00,131.00,118.00,124.50,+1.50,"48,389"
211,110/07/15,"41,045,667","5,167,660,213",126.50,130.00,120.50,130.00,+5.50,"25,413"
212,110/07/16,"59,422,942","8,049,409,639",126.00,142.00,125.00,137.00,+7.00,"37,977"
213,110/07/19,"48,621,024","6,642,992,924",135.00,142.50,132.00,134.00,-3.00,"29,673"
214,110/07/20,"44,358,931","6,074,053,735",135.50,140.50,133.00,134.50,+0.50,"28,808"
215,110/07/21,"35,473,874","5,161,128,790",142.00,147.50,139.50,147.50,+13.00,"17,376"
216,110/07/22,"70,103,275","10,735,365,849",154.50,159.50,146.50,153.00,+5.50,"44,227"
217,110/07/23,"60,714,163","8,972,262,592",150.00,158.50,138.00,141.00,-12.00,"37,888"
218,110/07/26,"60,262,076","9,077,541,656",145.00,155.00,142.50,155.00,+14.00,"35,601"
219,110/07/27,"68,220,842","10,380,508,423",157.00,162.00,142.50,147.00,-8.00,"43,885"
220,110/07/28,"24,382,461","3,314,662,109",143.00,144.00,132.50,132.50,-14.50,"15,019"
221,110/07/29,"80,989,484","10,662,267,118",134.00,139.50,124.00,136.50,+4.00,"50,035"
222,110/07/30,"51,199,812","7,163,830,757",138.00,145.00,133.00,135.00,-1.50,"35,105"
223,110/08/02,"30,885,990","4,207,365,274",138.00,141.00,132.00,135.00, 0.00,"20,277"
224,110/08/03,"44,326,885","6,242,023,003",139.00,145.00,137.00,142.00,+7.00,"29,029"
225,110/08/04,"84,436,064","12,745,955,959",149.00,155.00,147.00,149.50,+7.50,"51,524"
226,110/08/05,"48,832,759","7,140,930,759",151.00,152.00,142.50,144.50,-5.00,"32,725"
227,110/08/06,"37,373,007","5,521,170,376",146.00,151.00,143.50,150.00,+5.50,"24,388"
228,110/08/09,"39,683,391","5,678,506,670",148.00,150.50,136.00,138.50,-11.50,"26,249"
229,110/08/10,"37,123,579","4,970,467,605",138.50,138.50,129.00,135.00,-3.50,"24,975"
230,110/08/11,"25,186,307","3,382,488,040",136.00,140.00,127.50,128.00,-7.00,"17,845"
231,110/08/12,"22,717,673","3,068,622,076",130.50,139.00,130.00,136.50,+8.50,"14,892"
232,110/08/13,"26,878,287","3,679,319,579",137.50,141.00,130.00,130.50,-6.00,"18,691"
233,110/08/16,"32,394,852","4,392,391,003",132.00,139.00,131.50,135.50,X0.00,"20,086"
234,110/08/17,"62,397,922","8,774,649,684",138.50,145.00,135.00,137.50,+2.00,"39,086"
235,110/08/18,"85,732,609","11,983,492,156",134.50,151.00,130.00,150.00,+12.50,"55,270"
236,110/08/19,"90,925,022","13,371,598,153",146.00,154.50,135.00,135.00,-15.00,"59,531"
237,110/08/20,"86,741,845","12,388,073,033",139.00,148.00,138.00,144.00,+9.00,"49,521"
238,110/08/23,"69,784,887","10,494,954,830",151.00,153.00,148.00,149.00,+5.00,"39,619"
239,110/08/24,"102,165,986","16,213,815,576",153.00,163.50,153.00,163.50,+14.50,"57,877"
240,110/08/25,"174,982,886","28,677,415,785",165.00,172.00,152.00,158.50,-5.00,"102,407"
241,110/08/26,"86,573,207","13,842,105,548",161.00,164.50,155.50,158.00,-0.50,"52,201"
242,110/08/27,"54,515,979","8,272,606,646",156.00,157.00,148.50,150.00,-8.00,"34,375"
243,110/08/30,"24,907,681","3,773,526,014",152.00,154.50,149.00,150.00, 0.00,"15,958"
244,110/08/31,"33,991,000","5,217,065,758",152.00,155.00,150.00,155.00,+5.00,"20,778"
245,110/09/01,"90,264,553","14,765,570,746",155.50,170.00,155.00,167.00,+12.00,"59,313"
246,110/09/02,"113,913,254","19,059,786,214",168.00,175.00,159.00,159.00,-8.00,"70,196"
247,110/09/03,"71,130,776","11,702,414,063",164.00,169.50,160.50,165.50,+6.50,"42,605"
248,110/09/06,"50,761,046","7,960,873,256",163.00,163.50,150.00,153.50,-12.00,"33,670"
249,110/09/07,"36,107,650","5,128,923,911",148.50,149.00,138.50,138.50,-15.00,"23,546"
250,110/09/08,"76,928,349","10,139,360,658",132.50,136.50,128.00,130.50,-8.00,"44,582"
251,110/09/09,"45,007,344","6,022,878,180",129.50,136.50,128.50,133.00,+2.50,"27,941"
252,110/09/10,"39,504,827","5,162,515,787",133.00,135.00,128.00,133.00, 0.00,"23,788"
253,110/09/13,"34,736,811","4,599,541,591",133.00,137.00,128.50,129.00,-4.00,"20,954"
254,110/09/14,"62,472,665","7,731,288,217",129.50,131.00,121.00,121.50,-7.50,"35,662"
255,110/09/15,"41,705,583","5,062,410,847",122.00,125.50,119.00,120.00,-1.50,"24,354"
256,110/09/16,"21,440,160","2,591,544,810",121.00,123.00,119.00,121.50,+1.50,"12,832"
257,110/09/17,"26,863,957","3,344,349,549",122.50,126.50,121.50,126.50,+5.00,"17,305"
258,110/09/22,"14,147,304","1,743,603,334",121.50,125.00,121.00,125.00,-1.50,"8,462"
259,110/09/23,"13,490,058","1,703,495,899",127.50,128.50,124.00,124.50,-0.50,"9,049"
260,110/09/24,"42,825,523","5,687,561,350",126.50,136.50,126.50,135.00,+10.50,"26,487"
261,110/09/27,"49,718,655","6,785,026,008",136.50,138.50,134.00,138.00,+3.00,"29,365"
262,110/09/28,"19,582,532","2,648,679,917",135.00,139.00,132.00,139.00,+1.00,"12,861"
263,110/09/29,"22,428,861","3,038,415,522",135.00,137.50,134.00,134.00,-5.00,"13,642"
264,110/09/30,"14,359,409","1,935,926,730",135.00,136.50,133.50,134.00, 0.00,"8,977"
265,110/10/01,"25,395,668","3,185,962,495",132.00,132.50,121.50,124.00,-10.00,"15,271"
266,110/10/04,"26,296,792","3,277,689,502",127.00,129.00,120.50,121.50,-2.50,"15,786"
267,110/10/05,"32,411,912","3,989,736,893",120.00,128.50,115.00,126.50,+5.00,"18,860"
268,110/10/06,"31,961,231","4,081,909,311",128.00,130.50,123.00,130.50,+4.00,"19,074"
269,110/10/07,"31,495,027","4,157,794,279",129.50,134.50,129.00,133.50,+3.00,"19,665"
270,110/10/08,"41,948,611","5,681,731,843",136.00,140.00,130.00,131.00,-2.50,"27,580"
