,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
32,111/02/25,"94,155,943","56,880,320,916",600.00,609.00,600.00,604.00, 0.00,"129,776"
33,111/03/01,"70,303,880","42,445,208,215",599.00,610.00,599.00,604.00, 0.00,"67,439"
34,111/03/02,"42,428,151","25,528,700,277",601.00,605.00,600.00,601.00,-3.00,"58,916"
35,111/03/03,"37,103,932","22,373,890,387",603.00,607.00,601.00,602.00,+1.00,"65,410"
36,111/03/04,"65,235,167","38,833,099,256",595.00,597.00,592.00,595.00,-7.00,"206,731"
37,111/03/07,"97,167,600","56,147,025,127",580.00,581.00,575.00,576.00,-19.00,"297,917"
38,111/03/08,"88,371,413","49,908,147,901",561.00,570.00,561.00,563.00,-13.00,"269,695"
39,111/03/09,"57,512,412","32,761,408,119",567.00,573.00,567.00,568.00,+5.00,"112,422"
40,111/03/10,"49,092,145","28,798,814,637",585.00,589.00,582.00,587.00,+19.00,"71,569"
41,111/03/11,"42,981,381","24,820,833,930",581.00,582.00,574.00,575.00,-12.00,"112,158"
42,111/03/14,"38,562,552","22,131,365,409",574.00,577.00,572.00,572.00,-3.00,"87,337"
43,111/03/15,"84,338,792","47,191,728,965",562.00,563.00,558.00,558.00,-14.00,"277,901"
44,111/03/16,"50,764,807","28,345,633,852",564.00,565.00,555.00,558.00,X0.00,"110,732"
45,111/03/17,"65,820,899","38,121,960,334",578.00,583.00,575.00,582.00,+24.00,"65,468"
46,111/03/18,"49,583,448","28,771,454,221",582.00,582.00,576.00,581.00,-1.00,"39,576"
47,111/03/21,"22,800,165","13,363,354,969",583.00,589.00,583.00,586.00,+5.00,"32,617"
48,111/03/22,"23,421,124","13,613,967,252",577.00,586.00,577.00,583.00,-3.00,"27,371"
49,111/03/23,"27,475,008","16,177,424,772",590.00,590.00,586.00,590.00,+7.00,"30,970"
50,111/03/24,"20,769,676","12,232,627,003",587.00,592.00,585.00,591.00,+1.00,"21,647"
51,111/03/25,"26,794,684","15,984,831,591",597.00,598.00,595.00,598.00,+7.00,"29,896"
52,111/03/28,"27,954,730","16,298,449,416",581.00,586.00,580.00,584.00,-14.00,"54,537"
53,111/03/29,"15,742,359","9,243,985,774",586.00,589.00,584.00,589.00,+5.00,"21,222"
54,111/03/30,"43,256,548","25,908,489,513",599.00,600.00,597.00,600.00,+11.00,"48,535"
55,111/03/31,"25,130,417","15,014,260,610",602.00,602.00,594.00,597.00,-3.00,"18,860"
56,111/04/01,"31,247,086","18,328,227,645",585.00,589.00,584.00,589.00,-8.00,"53,178"
57,111/04/06,"40,726,932","23,547,636,944",578.00,580.00,575.00,578.00,-11.00,"62,822"
58,111/04/07,"47,212,937","26,881,649,976",571.00,573.00,566.00,566.00,-12.00,"130,552"
59,111/04/08,"31,406,384","17,821,660,486",567.00,570.00,566.00,567.00,+1.00,"75,778"
60,111/04/11,"41,713,758","23,401,330,531",563.00,566.00,558.00,558.00,-9.00,"130,731"
61,111/04/12,"34,799,056","19,418,030,839",554.00,564.00,552.00,557.00,-1.00,"69,280"
62,111/04/13,"36,968,137","21,134,384,849",564.00,576.00,563.00,573.00,+16.00,"41,249"
63,111/04/14,"20,224,847","11,618,596,373",577.00,578.00,573.00,573.00, 0.00,"27,442"
64,111/04/15,"33,158,930","18,667,922,752",562.00,566.00,561.00,562.00,-11.00,"99,936"
65,111/04/18,"16,579,296","9,311,198,146",559.00,566.00,558.00,561.00,-1.00,"31,712"
66,111/04/19,"18,811,242","10,639,032,272",566.00,569.00,563.00,565.00,+4.00,"24,598"
67,111/04/20,"28,240,222","16,016,967,192",570.00,570.00,562.00,570.00,+5.00,"28,615"
68,111/04/21,"21,539,083","12,221,437,009",571.00,571.00,565.00,565.00,-5.00,"28,847"
69,111/04/22,"35,567,672","19,849,449,551",558.00,559.00,557.00,558.00,-7.00,"81,550"
70,111/04/25,"49,067,362","26,907,070,565",550.00,552.00,546.00,547.00,-11.00,"165,619"
71,111/04/26,"39,549,934","21,628,474,846",550.00,551.00,544.00,546.00,-1.00,"90,252"
72,111/04/27,"65,034,122","34,416,315,121",530.00,532.00,526.00,526.00,-20.00,"217,895"
73,111/04/28,"50,406,145","26,653,291,522",530.00,532.00,523.00,531.00,+5.00,"79,897"
74,111/04/29,"39,960,198","21,586,196,160",547.00,547.00,535.00,538.00,+7.00,"41,498"
75,111/05/03,"29,502,561","15,790,689,728",538.00,540.00,530.00,531.00,-7.00,"48,050"
76,111/05/04,"17,305,449","9,229,779,558",533.00,537.00,530.00,534.00,+3.00,"27,460"
77,111/05/05,"22,540,182","12,209,716,759",543.00,544.00,539.00,542.00,+8.00,"26,904"
78,111/05/06,"34,512,038","18,241,210,653",528.00,531.00,526.00,528.00,-14.00,"66,208"
79,111/05/09,"27,309,304","14,249,571,058",523.00,524.00,520.00,520.00,-8.00,"82,004"
80,111/05/10,"44,322,247","22,673,191,861",506.00,519.00,505.00,518.00,-2.00,"83,371"
81,111/05/11,"28,109,896","14,662,149,551",518.00,526.00,518.00,521.00,+3.00,"40,227"
82,111/05/12,"35,824,788","18,310,112,210",516.00,518.00,505.00,505.00,-16.00,"107,513"
83,111/05/13,"30,204,773","15,412,261,905",507.00,514.00,506.00,511.00,+6.00,"37,707"
84,111/05/16,"22,012,610","11,472,463,517",521.00,524.00,518.00,520.00,+9.00,"30,034"
85,111/05/17,"25,812,051","13,627,135,311",521.00,533.00,520.00,530.00,+10.00,"30,826"
86,111/05/18,"33,605,299","18,075,946,322",541.00,541.00,534.00,538.00,+8.00,"34,913"
87,111/05/19,"40,798,132","21,322,524,192",523.00,527.00,520.00,522.00,-16.00,"47,232"
88,111/05/20,"26,111,163","13,784,969,436",524.00,532.00,523.00,530.00,+8.00,"21,767"
89,111/05/23,"18,919,447","10,040,778,291",533.00,534.00,528.00,528.00,-2.00,"18,775"
90,111/05/24,"19,130,619","10,036,942,322",530.00,531.00,520.00,520.00,-8.00,"31,716"
91,111/05/25,"22,460,245","11,782,306,905",522.00,529.00,520.00,524.00,+4.00,"18,352"
92,111/05/26,"31,542,825","16,336,162,581",523.00,525.00,513.00,514.00,-10.00,"72,846"
93,111/05/27,"30,113,220","15,855,257,581",524.00,530.00,522.00,530.00,+16.00,"28,711"
94,111/05/30,"36,480,411","19,757,635,264",538.00,547.00,537.00,547.00,+17.00,"42,797"
95,111/05/31,"81,962,870","45,507,333,341",542.00,560.00,540.00,560.00,+13.00,"34,286"
96,111/06/01,"32,970,903","18,171,598,472",550.00,555.00,548.00,549.00,-11.00,"33,456"
97,111/06/02,"26,063,495","14,122,936,388",544.00,545.00,540.00,540.00,-9.00,"30,042"
98,111/06/06,"23,732,327","12,843,324,209",541.00,544.00,538.00,540.00, 0.00,"16,614"
99,111/06/07,"22,152,512","11,846,386,906",535.00,538.00,532.00,535.00,-5.00,"28,586"
100,111/06/08,"19,609,522","10,636,701,303",539.00,545.00,538.00,544.00,+9.00,"18,487"
101,111/06/09,"16,894,479","9,115,934,006",538.00,542.00,537.00,541.00,-3.00,"18,802"
102,111/06/10,"22,614,596","12,011,615,014",530.00,533.00,529.00,530.00,-11.00,"44,802"
103,111/06/13,"36,758,925","18,998,155,460",518.00,519.00,515.00,516.00,-14.00,"112,023"
104,111/06/14,"38,838,778","19,813,036,892",507.00,514.00,507.00,513.00,-3.00,"85,483"
105,111/06/15,"38,360,508","19,580,150,319",508.00,515.00,508.00,509.00,-4.00,"72,687"
106,111/06/16,"31,908,028","16,331,470,764",515.00,516.00,507.00,508.00,X0.00,"42,177"
107,111/06/17,"48,400,798","24,260,277,915",499.50,503.00,499.00,501.00,-7.00,"119,618"
108,111/06/20,"36,664,463","18,267,359,790",500.00,502.00,495.00,498.00,-3.00,"89,541"
109,111/06/21,"34,432,537","17,298,234,720",501.00,505.00,499.00,505.00,+7.00,"32,427"
110,111/06/22,"33,438,921","16,630,857,096",501.00,503.00,494.50,494.50,-10.50,"81,024"
111,111/06/23,"46,808,462","22,836,692,325",492.00,493.50,485.00,485.50,-9.00,"104,661"
112,111/06/24,"29,003,676","14,184,287,155",489.50,492.50,485.50,486.50,+1.00,"43,609"
113,111/06/27,"38,684,368","19,379,396,938",496.00,506.00,495.50,498.50,+12.00,"37,438"
114,111/06/28,"16,867,955","8,392,290,378",496.00,500.00,496.00,497.50,-1.00,"18,988"
115,111/06/29,"33,124,986","16,352,376,816",496.00,498.50,491.00,491.00,-6.50,"40,024"
116,111/06/30,"49,820,824","23,900,613,642",484.50,486.50,476.00,476.00,-15.00,"111,117"
117,111/07/01,"72,597,018","33,459,624,760",471.50,474.00,452.50,453.50,-22.50,"172,267"
118,111/07/04,"61,206,245","27,225,872,277",443.00,451.50,440.00,440.00,-13.50,"96,760"
119,111/07/05,"55,469,884","24,538,415,224",449.50,451.50,433.00,446.00,+6.00,"70,715"
120,111/07/06,"42,156,925","18,556,660,847",442.00,447.50,435.00,435.50,-10.50,"59,018"
121,111/07/07,"50,984,110","22,992,311,966",442.00,459.00,438.50,457.50,+22.00,"56,227"
122,111/07/08,"39,134,398","18,251,251,558",470.00,470.50,461.50,467.00,+9.50,"46,039"
123,111/07/11,"22,930,675","10,673,806,551",468.00,470.50,461.00,462.00,-5.00,"25,631"
124,111/07/12,"24,155,935","10,932,798,847",458.00,458.00,449.50,449.50,-12.50,"34,431"
125,111/07/13,"48,134,139","22,639,696,871",470.50,473.00,466.00,470.50,+21.00,"48,964"
126,111/07/14,"34,014,188","16,045,789,881",466.00,477.50,463.00,475.00,+4.50,"36,454"
127,111/07/15,"56,039,339","27,285,128,552",481.00,494.00,477.00,492.50,+17.50,"63,691"
128,111/07/18,"40,797,601","20,142,703,483",495.50,498.50,488.50,495.50,+3.00,"42,574"
129,111/07/19,"20,554,247","10,063,256,350",487.50,493.00,486.50,491.00,-4.50,"25,035"
130,111/07/20,"36,862,724","18,330,197,370",502.00,503.00,491.50,495.00,+4.00,"40,233"
131,111/07/21,"23,893,063","11,887,266,420",496.00,501.00,494.00,501.00,+6.00,"23,039"
132,111/07/22,"26,904,474","13,525,083,791",505.00,505.00,500.00,503.00,+2.00,"26,122"
133,111/07/25,"16,803,972","8,402,110,298",500.00,503.00,498.00,499.50,-3.50,"17,230"
134,111/07/26,"19,524,143","9,665,183,112",499.50,499.50,491.00,495.00,-4.50,"29,293"
135,111/07/27,"18,411,136","9,144,660,659",494.00,502.00,491.00,502.00,+7.00,"20,351"
136,111/07/28,"35,020,547","17,665,645,632",509.00,509.00,499.00,501.00,-1.00,"31,274"
137,111/07/29,"30,632,627","15,571,856,556",508.00,510.00,504.00,509.00,+8.00,"24,762"
138,111/08/01,"24,991,291","12,569,771,761",506.00,508.00,500.00,504.00,-5.00,"26,792"
139,111/08/02,"42,669,591","20,973,293,337",494.00,496.00,488.50,492.00,-12.00,"63,879"
140,111/08/03,"29,838,832","14,823,224,632",494.00,501.00,493.00,501.00,+9.00,"25,570"
141,111/08/04,"26,589,086","13,279,624,282",499.00,503.00,495.00,500.00,-1.00,"27,173"
142,111/08/05,"35,052,642","17,966,410,242",509.00,516.00,507.00,516.00,+16.00,"49,928"
143,111/08/08,"20,568,971","10,531,710,250",510.00,515.00,509.00,512.00,-4.00,"18,131"
144,111/08/09,"24,370,709","12,372,442,661",507.00,511.00,504.00,510.00,-2.00,"25,433"
145,111/08/10,"22,112,239","11,075,581,424",500.00,503.00,499.50,500.00,-10.00,"35,188"
146,111/08/11,"24,906,177","12,771,121,611",513.00,514.00,510.00,514.00,+14.00,"23,949"
147,111/08/12,"21,343,450","11,016,097,043",515.00,518.00,514.00,517.00,+3.00,"21,701"
148,111/08/15,"22,519,886","11,755,494,600",520.00,524.00,519.00,523.00,+6.00,"27,372"
149,111/08/16,"21,234,122","11,141,160,337",526.00,526.00,523.00,525.00,+2.00,"20,628"
150,111/08/17,"28,461,939","14,943,047,011",524.00,527.00,521.00,527.00,+2.00,"26,466"
151,111/08/18,"18,721,898","9,734,756,997",520.00,521.00,519.00,520.00,-7.00,"24,209"
152,111/08/19,"14,235,983","7,403,584,002",519.00,523.00,517.00,519.00,-1.00,"14,069"
153,111/08/22,"23,175,820","11,849,427,903",511.00,514.00,510.00,510.00,-9.00,"32,130"
154,111/08/23,"20,997,847","10,580,935,860",503.00,506.00,502.00,504.00,-6.00,"34,243"
155,111/08/24,"14,995,494","7,560,487,746",504.00,508.00,503.00,503.00,-1.00,"20,031"
156,111/08/25,"10,254,367","5,208,471,523",505.00,510.00,504.00,508.00,+5.00,"11,664"
157,111/08/26,"13,268,148","6,805,419,690",513.00,515.00,511.00,512.00,+4.00,"14,862"
158,111/08/29,"28,217,313","14,055,439,771",497.00,502.00,496.00,498.50,-13.50,"60,889"
159,111/08/30,"25,699,463","12,787,938,496",497.50,500.00,496.00,496.00,-2.50,"43,669"
160,111/08/31,"50,999,514","25,630,339,779",492.00,505.00,492.00,505.00,+9.00,"24,054"
